index,Product,Product_ID,Arrival,Weight(kg)
15012,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-10-21,95.0
15013,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-10-21,36.5
15014,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-10-21,32.5
15015,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-10-21,55.0
15016,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-10-21,75.0
15017,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-10-22,115.0
15018,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-10-22,65.0
15019,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-10-22,37.5
15020,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-10-22,105.0
15021,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-10-22,425.0
15022,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-10-22,97.5
15023,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-10-22,95.0
15024,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-10-22,36.5
15025,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-10-22,32.5
15026,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-10-22,52.5
15027,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-10-22,52.5
15028,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-10-23,115.0
15029,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-10-23,65.0
15030,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-10-23,47.5
15031,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-10-23,105.0
15032,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-10-23,425.0
15033,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-10-23,95.0
15034,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-10-23,95.0
15035,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-10-23,37.5
15036,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-10-23,32.5
15037,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-10-23,47.5
15038,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-10-23,55.0
15039,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-10-24,115.0
15040,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-10-24,65.0
15041,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-10-24,47.5
15042,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-10-24,115.0
15043,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-10-24,425.0
15044,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-10-24,95.0
15045,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-10-24,65.0
15046,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-10-24,37.5
15047,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-10-24,32.5
15048,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-10-24,37.5
15049,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-10-24,65.0
15050,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-10-25,115.0
15051,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-10-25,65.0
15052,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-10-25,47.5
15053,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-10-25,105.0
15054,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-10-25,425.0
15055,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-10-25,95.0
15056,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-10-25,72.5
15057,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-10-25,37.5
15058,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-10-25,32.5
15059,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-10-25,42.5
15060,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-10-25,55.0
15061,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-10-26,115.0
15062,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-10-26,75.0
15063,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-10-26,47.5
15064,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-10-26,95.0
15065,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-10-26,425.0
15066,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-10-26,92.5
15067,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-10-26,65.0
15068,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-10-26,37.5
15069,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-10-26,32.5
15070,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-10-26,45.0
15071,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-10-26,45.0
15072,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-10-27,105.0
15073,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-10-27,75.0
15074,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-10-27,45.0
15075,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-10-27,105.0
15076,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-10-27,425.0
15077,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-10-27,95.0
15078,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-10-27,62.5
15079,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-10-27,37.5
15080,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-10-27,32.5
15081,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-10-27,37.5
15082,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-10-27,45.0
15083,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-10-28,105.0
15084,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-10-28,75.0
15085,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-10-28,42.5
15086,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-10-28,105.0
15087,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-10-28,425.0
15088,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-10-28,85.0
15089,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-10-28,75.0
15090,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-10-28,37.5
15091,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-10-28,32.5
15092,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-10-28,37.5
15093,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-10-28,45.0
15094,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-10-29,105.0
15095,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-10-29,75.0
15096,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-10-29,37.5
15097,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-10-29,90.0
15098,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-10-29,425.0
15099,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-10-29,95.0
15100,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-10-29,75.0
15101,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-10-29,37.5
15102,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-10-29,32.5
15103,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-10-29,37.5
15104,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-10-29,41.5
15105,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-10-30,105.0
15106,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-10-30,75.0
15107,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-10-30,42.5
15108,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-10-30,105.0
15109,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-10-30,425.0
15110,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-10-30,95.0
15111,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-10-30,72.5
15112,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-10-30,37.5
15113,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-10-30,32.5
15114,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-10-30,37.5
15115,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-10-30,40.0
15116,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-10-31,105.0
15117,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-10-31,95.0
15118,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-10-31,42.5
15119,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-10-31,155.0
15120,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-10-31,425.0
15121,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-10-31,77.5
15122,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-10-31,75.0
15123,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-10-31,37.5
15124,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-10-31,32.5
15125,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-10-31,37.5
15126,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-10-31,45.0
15127,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-11-01,105.0
15128,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-11-01,95.0
15129,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-11-01,42.5
15130,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-11-01,142.5
15131,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-11-01,425.0
15132,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-11-01,77.5
15133,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-11-01,72.5
15134,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-11-01,37.5
15135,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-11-01,32.5
15136,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-11-01,37.5
15137,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-11-01,45.0
15138,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-11-02,105.0
15139,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-11-02,85.0
15140,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-11-02,42.5
15141,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-11-02,115.0
15142,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-11-02,425.0
15143,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-11-02,62.5
15144,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-11-02,72.5
15145,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-11-02,37.5
15146,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-11-02,32.5
15147,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-11-02,37.5
15148,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-11-02,40.0
15149,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-11-03,95.0
15150,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-11-03,65.0
15151,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-11-03,47.5
15152,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-11-03,115.0
15153,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-11-03,425.0
15154,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-11-03,77.5
15155,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-11-03,65.0
15156,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-11-03,57.5
15157,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-11-03,37.5
15158,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-11-03,40.0
15159,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-11-04,95.0
15160,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-11-04,65.0
15161,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-11-04,47.5
15162,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-11-04,112.5
15163,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-11-04,425.0
15164,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-11-04,80.0
15165,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-11-04,65.0
15166,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-11-04,57.5
15167,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-11-04,37.5
15168,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-11-04,40.0
15169,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-11-05,95.0
15170,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-11-05,65.0
15171,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-11-05,55.0
15172,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-11-05,115.0
15173,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-11-05,425.0
15174,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-11-05,57.5
15175,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-11-05,65.0
15176,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-11-05,57.5
15177,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-11-05,37.5
15178,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-11-05,35.0
15179,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-11-06,95.0
15180,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-11-06,65.0
15181,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-11-06,32.5
15182,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-11-06,135.0
15183,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-11-06,425.0
15184,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-11-06,95.0
15185,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-11-06,65.0
15186,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-11-06,57.5
15187,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-11-06,34.0
15188,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-11-06,34.0
15189,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-11-07,105.0
15190,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-11-07,65.0
15191,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-11-07,37.5
15192,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-11-07,115.0
15193,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-11-07,425.0
15194,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-11-07,75.0
15195,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-11-07,105.0
15196,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-11-07,47.5
15197,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-11-07,37.5
15198,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-11-07,35.0
15199,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-11-08,105.0
15200,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-11-08,65.0
15201,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-11-08,37.5
15202,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-11-08,105.0
15203,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-11-08,425.0
15204,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-11-08,95.0
15205,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-11-08,95.0
15206,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-11-08,47.5
15207,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-11-08,37.5
15208,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-11-08,35.0
15209,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-11-09,105.0
15210,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-11-09,75.0
15211,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-11-09,37.5
15212,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-11-09,105.0
15213,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-11-09,425.0
15214,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-11-09,55.0
15215,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-11-09,85.0
15216,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-11-09,47.5
15217,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-11-09,37.5
15218,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-11-09,35.0
15219,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-11-10,105.0
15220,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-11-10,75.0
15221,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-11-10,37.5
15222,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-11-10,105.0
15223,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-11-10,425.0
15224,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-11-10,95.0
15225,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-11-10,82.5
15226,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-11-10,42.5
15227,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-11-10,37.5
15228,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-11-10,42.5
15229,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-11-10,35.0
15230,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-11-11,105.0
15231,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-11-11,75.0
15232,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-11-11,37.5
15233,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-11-11,105.0
15234,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-11-11,425.0
15235,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-11-11,97.5
15236,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-11-11,75.0
15237,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-11-11,42.5
15238,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-11-11,37.5
15239,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-11-11,37.5
15240,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-11-11,37.5
15241,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-11-12,105.0
15242,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-11-12,75.0
15243,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-11-12,37.5
15244,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-11-12,105.0
15245,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-11-12,425.0
15246,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-11-12,97.5
15247,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-11-12,75.0
15248,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-11-12,42.5
15249,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-11-12,37.5
15250,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-11-12,37.5
15251,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-11-12,44.0
15252,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-11-13,105.0
15253,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-11-13,75.0
15254,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-11-13,37.5
15255,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-11-13,105.0
15256,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-11-13,425.0
15257,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-11-13,97.5
15258,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-11-13,65.0
15259,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-11-13,42.5
15260,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-11-13,37.5
15261,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-11-13,37.5
15262,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-11-13,35.0
15263,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-11-14,105.0
15264,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-11-14,75.0
15265,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-11-14,37.5
15266,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-11-14,105.0
15267,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-11-14,425.0
15268,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-11-14,97.5
15269,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-11-14,67.5
15270,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-11-14,42.5
15271,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-11-14,37.5
15272,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-11-14,35.0
15273,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-11-14,35.0
15274,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-11-15,105.0
15275,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-11-15,75.0
15276,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-11-15,37.5
15277,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-11-15,105.0
15278,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-11-15,425.0
15279,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-11-15,97.5
15280,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-11-15,65.0
15281,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-11-15,38.5
15282,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-11-15,32.5
15283,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-11-15,35.0
15284,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-11-15,35.0
15285,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-11-16,105.0
15286,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-11-16,75.0
15287,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-11-16,35.0
15288,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-11-16,97.5
15289,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-11-16,425.0
15290,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-11-16,77.5
15291,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-11-16,65.0
15292,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-11-16,37.5
15293,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-11-16,32.5
15294,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-11-16,37.5
15295,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-11-16,35.0
15296,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-11-17,105.0
15297,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-11-17,75.0
15298,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-11-17,35.0
15299,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-11-17,27.0
15300,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-11-17,425.0
15301,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-11-17,97.5
15302,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-11-17,65.0
15303,Potato Red,65bd4fea-2644-4ff8-a0cd-edb856ca704c,2016-11-17,37.5
15304,Potato White,3620e29e-0b1b-4ba3-aa1c-44953c92337c,2016-11-17,32.5
15305,Tomato Big,02329fa7-0fd8-48de-9f35-5a177a62da91,2016-11-17,37.5
15306,Tomato Small,b6d5d5f1-8871-44db-b378-89eff0c4393e,2016-11-17,30.0
15307,Apple,b174b181-c196-4a16-8415-2a6434d48d13,2016-11-18,105.0
15308,Banana,73619262-1ca0-4cca-a68f-219a85d4bb04,2016-11-18,75.0
15309,Brinjal Long,752ae7a6-132c-4e00-a9da-cc695b9004fc,2016-11-18,35.0
15310,Carrot,d3b79163-69db-4a43-9eb8-881fd1025604,2016-11-18,97.5
15311,Lime,3cf53b5f-e2d8-4d9e-9a8f-94bf6202954c,2016-11-18,425.0
15312,Okara,6112f93c-e2a9-498c-916f-7bf2ebde66d9,2016-11-18,77.5
15313,Papaya,927b88e6-313a-449a-a830-d75dc0d0da0d,2016-11-18,65.0
