index,Product,Product_ID,Arrival,Maximum,Weight(kg)
16416,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2017-02-10,25.0,94
16417,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2017-02-10,28.0,20
16418,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2017-02-10,110.0,189
16419,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2017-02-10,65.0,107
16420,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2017-02-10,450.0,50
16421,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2017-02-10,120.0,159
16422,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2017-02-10,65.0,90
16423,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2017-02-10,22.0,132
16424,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2017-02-10,17.0,180
16425,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2017-02-10,12.0,67
16426,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2017-02-10,30.0,164
16427,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2017-02-10,20.0,170
16428,Apple,3d7baeff-1387-490a-9981-04234e88299a,2017-02-11,100.0,121
16429,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2017-02-11,80.0,31
16430,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2017-02-11,35.0,61
16431,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2017-02-11,30.0,119
16432,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2017-02-11,30.0,130
16433,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2017-02-11,110.0,152
16434,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2017-02-11,70.0,193
16435,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2017-02-11,450.0,25
16436,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2017-02-11,120.0,194
16437,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2017-02-11,65.0,142
16438,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2017-02-11,22.0,54
16439,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2017-02-11,17.0,167
16440,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2017-02-11,15.0,157
16441,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2017-02-11,30.0,173
16442,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2017-02-11,20.0,62
16443,Apple,3d7baeff-1387-490a-9981-04234e88299a,2017-02-12,100.0,118
16444,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2017-02-12,80.0,187
16445,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2017-02-12,35.0,28
16446,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2017-02-12,25.0,162
16447,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2017-02-12,30.0,102
16448,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2017-02-12,110.0,93
16449,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2017-02-12,65.0,171
16450,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2017-02-12,450.0,135
16451,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2017-02-12,120.0,165
16452,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2017-02-12,65.0,190
16453,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2017-02-12,22.0,41
16454,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2017-02-12,17.0,78
16455,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2017-02-12,15.0,171
16456,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2017-02-12,30.0,75
16457,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2017-02-12,20.0,103
16458,Apple,3d7baeff-1387-490a-9981-04234e88299a,2017-02-13,110.0,166
16459,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2017-02-13,80.0,114
16460,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2017-02-13,35.0,19
16461,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2017-02-13,25.0,78
16462,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2017-02-13,30.0,70
16463,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2017-02-13,110.0,142
16464,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2017-02-13,65.0,145
16465,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2017-02-13,450.0,147
16466,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2017-02-13,120.0,125
16467,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2017-02-13,60.0,91
16468,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2017-02-13,22.0,47
16469,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2017-02-13,17.0,125
16470,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2017-02-13,15.0,81
16471,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2017-02-13,30.0,134
16472,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2017-02-13,20.0,52
16473,Apple,3d7baeff-1387-490a-9981-04234e88299a,2017-02-14,110.0,30
16474,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2017-02-14,80.0,51
16475,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2017-02-14,35.0,127
16476,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2017-02-14,25.0,111
16477,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2017-02-14,30.0,43
16478,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2017-02-14,110.0,179
16479,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2017-02-14,60.0,65
16480,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2017-02-14,450.0,185
16481,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2017-02-14,120.0,70
16482,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2017-02-14,60.0,84
16483,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2017-02-14,22.0,48
16484,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2017-02-14,17.0,135
16485,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2017-02-14,15.0,79
16486,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2017-02-14,30.0,38
16487,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2017-02-14,20.0,30
16488,Apple,3d7baeff-1387-490a-9981-04234e88299a,2017-02-15,110.0,57
16489,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2017-02-15,80.0,56
16490,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2017-02-15,35.0,30
16491,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2017-02-15,25.0,54
16492,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2017-02-15,30.0,131
16493,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2017-02-15,110.0,80
16494,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2017-02-15,60.0,127
16495,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2017-02-15,450.0,114
16496,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2017-02-15,120.0,26
16497,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2017-02-15,60.0,148
16498,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2017-02-15,22.0,92
16499,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2017-02-15,17.0,49
16500,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2017-02-15,15.0,50
16501,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2017-02-15,30.0,54
16502,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2017-02-15,20.0,70
16503,Apple,3d7baeff-1387-490a-9981-04234e88299a,2017-02-16,110.0,158
16504,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2017-02-16,80.0,91
16505,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2017-02-16,35.0,38
16506,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2017-02-16,25.0,156
16507,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2017-02-16,30.0,159
16508,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2017-02-16,110.0,137
16509,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2017-02-16,60.0,64
16510,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2017-02-16,450.0,146
16511,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2017-02-16,120.0,77
16512,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2017-02-16,55.0,17
16513,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2017-02-16,22.0,43
16514,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2017-02-16,17.0,151
16515,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2017-02-16,15.0,171
16516,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2017-02-16,30.0,146
16517,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2017-02-16,20.0,155
16518,Apple,3d7baeff-1387-490a-9981-04234e88299a,2017-02-17,110.0,45
16519,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2017-02-17,80.0,171
16520,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2017-02-17,35.0,56
16521,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2017-02-17,25.0,95
16522,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2017-02-17,30.0,192
16523,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2017-02-17,110.0,108
16524,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2017-02-17,60.0,67
16525,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2017-02-17,450.0,200
16526,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2017-02-17,100.0,189
16527,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2017-02-17,22.0,132
16528,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2017-02-17,17.0,106
16529,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2017-02-17,15.0,20
16530,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2017-02-17,30.0,159
16531,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2017-02-17,20.0,36
16532,Apple,3d7baeff-1387-490a-9981-04234e88299a,2017-02-18,110.0,191
16533,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2017-02-18,80.0,101
16534,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2017-02-18,35.0,101
16535,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2017-02-18,30.0,47
16536,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2017-02-18,110.0,185
16537,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2017-02-18,60.0,10
16538,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2017-02-18,450.0,97
16539,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2017-02-18,100.0,58
16540,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2017-02-18,22.0,142
16541,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2017-02-18,17.0,30
16542,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2017-02-18,16.0,62
16543,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2017-02-18,30.0,176
16544,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2017-02-18,20.0,64
16545,Apple,3d7baeff-1387-490a-9981-04234e88299a,2017-02-19,110.0,193
16546,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2017-02-19,80.0,158
16547,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2017-02-19,35.0,146
16548,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2017-02-19,30.0,169
16549,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2017-02-19,30.0,39
16550,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2017-02-19,110.0,107
16551,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2017-02-19,60.0,62
16552,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2017-02-19,450.0,108
16553,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2017-02-19,100.0,25
16554,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2017-02-19,60.0,148
16555,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2017-02-19,20.0,12
16556,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2017-02-19,14.0,146
16557,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2017-02-19,15.0,158
16558,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2017-02-19,35.0,172
16559,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2017-02-19,20.0,62
16560,Apple,3d7baeff-1387-490a-9981-04234e88299a,2017-02-20,110.0,192
16561,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2017-02-20,80.0,83
16562,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2017-02-20,35.0,113
16563,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2017-02-20,30.0,165
16564,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2017-02-20,30.0,192
16565,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2017-02-20,110.0,189
16566,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2017-02-20,60.0,97
16567,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2017-02-20,450.0,14
16568,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2017-02-20,100.0,124
16569,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2017-02-20,60.0,161
16570,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2017-02-20,20.0,145
16571,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2017-02-20,14.0,193
16572,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2017-02-20,15.0,157
16573,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2017-02-20,35.0,161
16574,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2017-02-20,20.0,135
16575,Apple,3d7baeff-1387-490a-9981-04234e88299a,2017-02-21,110.0,131
16576,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2017-02-21,80.0,25
16577,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2017-02-21,35.0,51
16578,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2017-02-21,35.0,191
16579,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2017-02-21,30.0,153
16580,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2017-02-21,110.0,74
16581,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2017-02-21,60.0,185
16582,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2017-02-21,450.0,109
16583,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2017-02-21,110.0,66
16584,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2017-02-21,60.0,105
16585,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2017-02-21,20.0,146
16586,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2017-02-21,14.0,97
16587,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2017-02-21,12.0,86
16588,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2017-02-21,35.0,114
16589,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2017-02-21,20.0,129
16590,Apple,3d7baeff-1387-490a-9981-04234e88299a,2017-02-22,110.0,119
16591,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2017-02-22,80.0,165
16592,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2017-02-22,35.0,197
16593,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2017-02-22,35.0,185
16594,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2017-02-22,30.0,25
16595,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2017-02-22,110.0,64
16596,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2017-02-22,60.0,111
16597,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2017-02-22,450.0,68
16598,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2017-02-22,110.0,182
16599,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2017-02-22,55.0,185
16600,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2017-02-22,20.0,27
16601,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2017-02-22,14.0,81
16602,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2017-02-22,30.0,36
16603,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2017-02-22,30.0,140
16604,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2017-02-22,20.0,75
16605,Apple,3d7baeff-1387-490a-9981-04234e88299a,2017-02-23,110.0,137
16606,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2017-02-23,80.0,195
16607,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2017-02-23,35.0,84
16608,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2017-02-23,35.0,101
16609,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2017-02-23,30.0,39
16610,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2017-02-23,70.0,112
16611,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2017-02-23,60.0,118
16612,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2017-02-23,450.0,16
16613,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2017-02-23,110.0,120
16614,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2017-02-23,60.0,93
16615,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2017-02-23,20.0,10
16616,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2017-02-23,14.0,69
16617,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2017-02-23,35.0,55
16618,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2017-02-23,30.0,115
16619,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2017-02-23,20.0,196
16620,Apple,3d7baeff-1387-490a-9981-04234e88299a,2017-02-25,110.0,111
16621,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2017-02-25,80.0,162
16622,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2017-02-25,35.0,80
16623,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2017-02-25,48.0,54
16624,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2017-02-25,30.0,165
16625,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2017-02-25,110.0,129
16626,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2017-02-25,60.0,166
16627,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2017-02-25,450.0,77
16628,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2017-02-25,110.0,145
16629,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2017-02-25,60.0,178
16630,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2017-02-25,20.0,153
16631,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2017-02-25,14.0,130
16632,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2017-02-25,35.0,153
16633,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2017-02-25,30.0,67
16634,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2017-02-25,20.0,100
16635,Apple,3d7baeff-1387-490a-9981-04234e88299a,2017-02-26,110.0,119
16636,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2017-02-26,80.0,47
16637,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2017-02-26,35.0,114
16638,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2017-02-26,30.0,58
16639,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2017-02-26,30.0,115
16640,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2017-02-26,130.0,175
16641,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2017-02-26,60.0,192
16642,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2017-02-26,450.0,72
16643,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2017-02-26,100.0,181
16644,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2017-02-26,60.0,190
16645,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2017-02-26,20.0,179
16646,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2017-02-26,14.0,153
16647,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2017-02-26,35.0,125
16648,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2017-02-26,30.0,12
16649,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2017-02-26,20.0,143
16650,Apple,3d7baeff-1387-490a-9981-04234e88299a,2017-02-27,110.0,27
16651,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2017-02-27,80.0,156
16652,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2017-02-27,35.0,190
16653,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2017-02-27,35.0,148
16654,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2017-02-27,30.0,87
16655,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2017-02-27,120.0,125
16656,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2017-02-27,60.0,98
16657,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2017-02-27,450.0,96
16658,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2017-02-27,80.0,92
16659,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2017-02-27,60.0,137
16660,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2017-02-27,20.0,117
16661,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2017-02-27,14.0,90
16662,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2017-02-27,35.0,179
16663,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2017-02-27,25.0,30
16664,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2017-02-27,20.0,26
16665,Apple,3d7baeff-1387-490a-9981-04234e88299a,2017-02-28,110.0,28
16666,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2017-02-28,80.0,85
16667,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2017-02-28,35.0,185
16668,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2017-02-28,40.0,137
16669,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2017-02-28,30.0,23
16670,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2017-02-28,120.0,98
16671,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2017-02-28,60.0,28
16672,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2017-02-28,450.0,77
16673,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2017-02-28,100.0,69
16674,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2017-02-28,60.0,106
16675,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2017-02-28,20.0,159
16676,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2017-02-28,14.0,161
16677,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2017-02-28,35.0,142
16678,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2017-02-28,30.0,166
16679,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2017-02-28,25.0,167
16680,Apple,3d7baeff-1387-490a-9981-04234e88299a,2017-03-01,110.0,113
16681,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2017-03-01,80.0,189
16682,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2017-03-01,35.0,34
16683,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2017-03-01,40.0,113
16684,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2017-03-01,30.0,32
16685,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2017-03-01,110.0,139
16686,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2017-03-01,60.0,89
16687,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2017-03-01,450.0,115
16688,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2017-03-01,100.0,128
16689,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2017-03-01,60.0,143
16690,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2017-03-01,20.0,49
16691,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2017-03-01,15.0,11
16692,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2017-03-01,35.0,180
16693,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2017-03-01,30.0,132
16694,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2017-03-01,25.0,31
16695,Apple,3d7baeff-1387-490a-9981-04234e88299a,2017-03-02,110.0,34
16696,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2017-03-02,80.0,145
16697,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2017-03-02,35.0,13
16698,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2017-03-02,40.0,11
16699,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2017-03-02,30.0,196
16700,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2017-03-02,120.0,71
16701,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2017-03-02,60.0,164
16702,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2017-03-02,450.0,101
16703,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2017-03-02,100.0,102
